4
1457802032.000000,1457806241.999884,10,2,1,Lift 1
1457806241.999884,1457808400.000015,8,2,1,Ski Run 1
1457808400.000015,1457808774.000009,10,2,2,Lift 2
1457808774.000009,1457809768.999379,8,2,2,Ski Run 2
1457809768.999379,1457810162.999855,10,2,3,Lift 3
1457810162.999855,1457810586.999997,8,2,3,Ski Run 3
1457810586.999997,1457810916.999997,10,2,4,Lift 4
1457810916.999997,1457817168.000038,8,2,4,Ski Run 4
